
設備生産性 １１月 ( 作業日 2024/11/01 ～ 2024/11/30 ) 発行 2024/12/02 15:56 

稼働 負荷 段取 加工 その他 点数 段取 実加工 操 ｶﾄﾞ 分 分 数量 
分類名 昼夜 機械･ｸﾞﾙｰﾌﾟ 日数 時間 時間 時間 時間 (ｶﾝﾘｮｳ) 回数 数量 業 ｳﾘﾂ /ﾃﾝ /ｶｲ /ｶｺｳｼﾞ 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 SK4 5 37.00 10.07 14.12 12.82 29 32 38,512 99 65 21 19 2,728 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 SK7 9 68.00 17.93 27.38 22.68 39 40 101,306 101 67 28 27 3,700 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 SK10 9 75.33 7.28 57.30 10.75 24 29 292,628 112 86 18 15 5,107 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 SK11 9 80.90 11.95 53.32 15.63 44 48 268,905 120 81 16 15 5,044 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 SK4 7 46.90 14.50 19.95 12.45 38 38 58,586 89 73 23 23 2,937 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 SK10 11 80.42 7.80 58.35 14.27 34 37 273,239 97 82 14 13 4,683 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 SK11 11 87.67 15.98 52.82 18.87 63 65 273,485 106 78 15 15 5,178 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 SK4 7 55.43 12.77 30.73 11.93 34 34 80,054 106 78 23 23 2,605 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 SK7 1 7.90 2.68 3.38 1.83 5 5 12,204 105 77 32 32 3,607 

ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP11 7 61.58 24.78 28.67 8.13 19 20 106,324 117 87 78 74 3,709 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP12 9 72.57 30.37 35.77 6.43 37 40 175,252 108 91 49 46 4,900 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP16 6 52.33 28.33 17.57 6.43 25 29 88,202 116 88 68 59 5,021 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP24 8 71.72 22.85 33.93 14.93 17 23 161,521 120 79 81 60 4,760 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP25 9 66.50 20.17 39.32 7.02 23 27 203,980 99 89 53 45 5,188 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 BSP3 7 57.53 27.70 24.27 5.57 31 34 123,334 110 90 54 49 5,082 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 US7 8 69.22 33.70 27.55 7.97 45 46 135,498 115 88 45 44 4,918 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ昼 US8 9 70.18 35.67 27.47 7.05 62 62 133,228 104 90 35 35 4,851 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP11 9 81.25 34.13 36.42 10.70 30 32 158,164 120 87 68 64 4,343 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP12 9 74.93 30.03 34.65 10.25 28 33 158,182 111 86 64 55 4,565 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP16 10 80.75 35.62 35.80 9.33 45 45 187,030 108 88 47 47 5,224 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP24 8 68.95 25.98 34.92 8.05 24 26 155,380 115 88 65 60 4,450 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP25 9 73.73 20.38 44.75 8.60 25 29 206,557 109 88 49 42 4,616 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 BSP3 6 48.12 22.17 19.92 6.03 30 32 88,598 107 87 44 42 4,448 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 US7 2 16.78 4.38 10.40 2.00 5 6 46,929 112 88 53 44 4,512 
ﾄﾔﾏ.ｳﾁﾇｷ Ａ夜 US8 2 13.17 6.93 4.63 1.60 9 10 18,485 88 88 46 42 3,990 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP11 6 47.92 19.63 23.67 4.62 21 22 142,004 106 90 56 54 6,000 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP12 10 85.33 40.60 36.83 7.90 37 40 185,823 114 91 66 61 5,045 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP16 7 53.17 23.95 24.80 4.42 24 25 140,595 101 92 60 57 5,669 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP24 8 69.25 22.58 38.62 8.05 25 29 186,878 115 88 54 47 4,839 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP25 7 62.00 22.68 33.27 6.05 19 23 156,393 118 90 72 59 4,701 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 BSP3 10 90.63 44.80 33.73 12.10 50 51 147,715 121 87 54 53 4,379 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 US7 9 76.68 39.12 29.57 8.00 46 48 130,338 114 90 51 49 4,408 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ昼 US8 10 76.62 38.55 30.37 7.70 71 72 139,362 102 90 33 32 4,589 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP11 6 48.55 23.93 19.62 5.00 22 24 92,055 108 90 65 60 4,693 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP12 7 51.27 26.00 20.37 4.90 26 26 107,863 98 90 60 60 5,296 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP16 6 47.17 20.05 22.88 4.23 23 25 134,836 105 91 52 48 5,892 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP24 8 66.20 14.37 44.55 7.28 15 16 222,620 110 89 57 54 4,997 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP25 7 59.80 18.65 33.55 7.60 19 24 141,479 114 87 59 47 4,217 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 BSP3 8 68.62 32.30 29.07 7.25 38 39 151,265 114 89 51 50 5,204 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 US7 1 7.50 4.57 2.37 0.57 7 7 9,681 100 92 39 39 4,091 
ﾄﾔﾏ.ｳﾁﾇｷ Ｂ夜 US8 2 16.58 9.82 6.02 0.75 14 14 23,187 111 95 42 42 3,854 

ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B12 9 72.90 9.68 61.50 1.72 26 30 114,414 108 98 22 19 1,860 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B13 9 72.47 10.05 57.37 5.05 36 38 172,304 107 93 17 16 3,004 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B15 8 64.42 16.80 42.82 4.80 38 44 154,328 107 93 27 23 3,604 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B4 9 71.52 6.83 57.58 7.10 31 34 123,946 106 90 13 12 2,152 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B5 9 69.17 6.63 59.25 3.28 21 27 125,907 102 95 19 15 2,125 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ昼 B9 9 72.60 9.73 59.33 3.53 22 29 105,016 108 95 27 20 1,770 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B12 11 84.93 8.18 73.18 3.57 22 26 122,004 103 96 22 19 1,667 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B13 8 56.47 10.70 41.02 4.75 39 42 125,916 94 92 16 15 3,070 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B15 5 32.52 4.70 22.87 4.95 16 18 71,961 87 85 18 16 3,147 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B4 10 76.25 6.18 62.32 7.75 24 29 105,294 102 90 15 13 1,690 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B5 10 76.00 8.80 62.48 4.72 30 36 122,942 101 94 18 15 1,968 
ﾄﾔﾏ.ﾊﾞｯｼ Ａ夜 B9 10 77.05 6.83 65.55 4.67 18 25 130,695 103 94 23 16 1,994 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B12 11 82.05 6.65 70.03 5.37 38 41 216,667 99 93 11 10 3,094 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B13 11 81.83 6.70 69.30 5.83 43 46 188,546 99 93 9 9 2,721 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B15 11 88.28 26.15 54.20 7.93 60 62 195,699 107 91 26 25 3,611 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B4 11 87.50 7.18 75.33 4.98 22 27 100,235 106 94 20 16 1,331 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B5 10 77.18 3.90 69.20 4.08 29 33 198,279 103 95 8 7 2,865 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ昼 B9 11 86.05 4.17 74.58 7.30 19 29 149,679 104 92 13 9 2,007 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B12 7 52.75 4.00 45.40 3.35 22 26 142,532 100 94 11 9 3,139 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B13 9 69.48 4.97 58.92 5.60 30 33 153,753 103 92 10 9 2,610 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B15 2 5.85 0.08 5.67 0.10 3 3 13,645 39 98 2 2 2,408 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B4 8 61.42 7.42 51.15 2.85 22 28 97,560 102 95 20 16 1,907 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B5 8 61.08 3.52 54.88 2.68 30 34 154,221 102 96 7 6 2,810 
ﾄﾔﾏ.ﾊﾞｯｼ Ｂ夜 B9 9 57.35 2.17 50.95 4.23 13 17 104,430 85 93 10 8 2,050 

ﾄﾔﾏ.ﾊｸｵｼL Ａ昼 MF1 11 77.25 28.50 42.12 6.63 38 43 203,777 94 91 45 40 4,838 
ﾄﾔﾏ.ﾊｸｵｼL Ａ昼 MF2 7 55.50 12.88 38.83 3.78 19 23 153,790 106 93 41 34 3,960 
ﾄﾔﾏ.ﾊｸｵｼL Ａ夜 MF1 9 68.47 20.63 42.35 5.48 27 32 200,322 101 92 46 39 4,730 
ﾄﾔﾏ.ﾊｸｵｼL Ａ夜 MF2 7 57.42 16.38 37.08 3.95 23 26 147,690 109 93 43 38 3,983 
ﾄﾔﾏ.ﾊｸｵｼL Ｂ昼 MF1 9 72.33 24.67 39.52 8.15 26 31 151,035 107 89 57 48 3,822 
ﾄﾔﾏ.ﾊｸｵｼL Ｂ昼 MF2 5 32.72 9.28 18.27 5.17 15 18 84,589 87 84 37 31 4,631 
ﾄﾔﾏ.ﾊｸｵｼL Ｂ夜 MF1 10 74.97 29.67 37.63 7.67 43 44 146,122 100 90 41 40 3,883 
ﾄﾔﾏ.ﾊｸｵｼL Ｂ夜 MF2 7 55.37 15.13 35.17 5.07 15 19 137,634 105 91 61 48 3,914 
ﾄﾔﾏ.ﾊｸｵｼL Ａ昼 HSP2 1 1.83 0.47 0.70 0.67 1 1 590 24 64 28 28 843 
ﾄﾔﾏ.ﾊｸｵｼL Ａ夜 HSP2 4 20.38 4.95 13.73 1.70 3 4 11,640 68 92 99 74 848 
ﾄﾔﾏ.ﾊｸｵｼL Ｂ夜 HSP2 2 7.03 4.05 1.33 1.65 1 1 781 47 77 243 243 586 

ﾄﾔﾏ.ﾊｸｵｼS Ａ昼 GTP5 9 67.33 2.97 32.48 31.88 5 11 58,545 100 53 36 16 1,802 
ﾄﾔﾏ.ﾊｸｵｼS Ｂ昼 GTP5 8 57.97 3.05 28.02 26.90 3 9 48,489 97 54 61 20 1,731 

ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL1 9 77.88 8.85 53.32 15.72 26 57 726,195 115 80 20 9 13,620 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL3 9 68.48 15.65 33.07 19.77 56 94 201,995 101 71 17 10 6,109 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL4 9 69.82 19.93 26.33 23.55 77 119 163,196 103 66 16 10 6,197 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL9 9 64.38 5.97 44.12 14.30 10 25 471,474 95 78 36 14 10,687 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 CBL1 11 89.60 12.22 56.40 20.98 34 70 732,756 109 77 22 10 12,992 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 CBL3 8 50.45 7.68 27.18 15.58 31 57 149,130 84 69 15 8 5,486 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 CBL4 11 82.92 24.83 28.10 29.98 84 152 201,535 101 64 18 10 7,172 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 CBL9 8 55.13 5.92 31.02 18.20 27 47 329,057 92 67 13 8 10,609 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL1 3 19.35 0.90 15.47 2.98 1 4 193,128 86 85 54 14 12,487 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL2 3 18.43 4.28 8.33 5.82 10 13 99,983 82 68 26 20 11,998 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL3 9 60.50 11.73 28.68 20.08 41 75 153,693 90 67 17 9 5,358 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL4 11 94.52 23.05 39.38 32.08 87 109 282,528 115 66 16 13 7,174 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL9 10 62.60 8.10 37.90 16.60 19 31 344,374 83 73 26 16 9,086 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 CBL1 3 21.90 0.83 16.85 4.22 1 6 260,937 97 81 50 8 15,486 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 CBL2 6 44.28 9.43 20.03 14.82 18 34 191,801 98 67 31 17 9,574 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 CBL3 8 43.42 7.82 19.68 15.92 24 50 91,224 72 63 20 9 4,635 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 CBL4 9 74.97 16.98 31.18 26.80 65 79 267,168 111 64 16 13 8,568 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ夜 CBL9 8 58.25 7.18 36.77 14.30 14 30 314,872 97 75 31 14 8,564 

ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ａ昼 DS1 1 9.23 3.53 2.42 3.28 0 1 3,000 123 64 0 212 1,241 
ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ａ昼 DS2 7 55.77 7.25 28.95 19.57 2 7 105,640 106 65 218 62 3,649 
ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ａ夜 DS2 4 30.15 3.55 22.65 3.95 1 5 120,980 101 87 213 43 5,341 
ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ｂ昼 DS2 6 44.37 3.17 27.00 14.20 6 9 131,385 99 68 32 21 4,866 
ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ｂ夜 DS1 2 8.15 2.18 1.42 4.55 0 2 4,325 54 44 0 66 3,053 
ﾄﾔﾏ.ｼﾘｱﾙｲﾝｻﾂ Ｂ夜 DS2 2 8.67 2.63 4.67 1.37 2 3 10,795 58 84 79 53 2,313 

ﾄﾔﾏ.ﾉﾘﾂｹ Ａ昼 A751 9 67.40 28.30 33.53 5.57 39 39 881,089 100 92 44 44 26,275 
